VacID	JumpID	ERGforward	ERGbackward	ERGstartshow	ERGendshow	ERGstart	ERG1	ERG2	ERG3	ERG4	ERG5	ERGend	DISTstart	DIST1	DIST2	DIST3	DIST4	DIST5	DISTend	FORCEsaddle	DIST	POS
235	222	.263794	.630804	-859.66760241	-860.03461220	0.000000	0.079514	0.209744	0.263794	0.083649	-0.245363	-0.367010	0.000000	0.527731	1.051296	1.569043	2.246452	2.921465	3.594397	0.040708	3.17904961639755	1.569043
235	233	.710849	.785706	-859.66760241	-859.74245895	0.000000	0.142108	0.509492	0.710849	0.460181	0.072028	-0.074857	0.000000	0.637248	1.270971	1.901160	2.608134	3.315369	4.021082	0.012090	3.34809665704615	1.901160
235	221	.230814	.323696	-859.66760241	-859.76048432	0.000000	0.063834	0.177163	0.230814	0.148940	-0.013361	-0.092882	0.000000	0.457982	0.915623	1.370080	1.876866	2.381546	2.883912	0.012331	2.64902123010035	1.370080
235	226	.587409	.702564	-859.66760241	-859.78275785	0.000000	0.125646	0.430912	0.587409	0.367148	0.003556	-0.115155	0.000000	0.583303	1.165739	1.748207	2.468181	3.188048	3.908694	0.000010	3.20925687111779	1.748207
240	235	.376093	.209432	-860.81827725	-860.65161589	0.000000	0.100189	0.284003	0.376093	0.330812	0.219800	0.166661	0.000000	0.549052	1.098811	1.651704	2.131205	2.615038	3.103531	-0.022377	2.8097353934499	1.651704
240	251	.574026	.280800	-860.81827725	-860.52505129	0.000000	0.134921	0.428014	0.574026	0.503443	0.359256	0.293226	0.000000	0.644158	1.287917	1.932186	2.456872	2.986594	3.512815	-0.014697	3.07962077522154	1.932186
240	216	.113881	.001193	-860.81827725	-860.70558899	0.000000	0.020389	0.063619	0.098558	0.110341	0.113881	0.112688	0.000000	0.393171	0.786424	1.183463	1.583965	1.984341	2.379902	0.008376	2.20030946336671	1.984341
240	252	.477292	.353371	-860.81827725	-860.69435663	0.000000	0.125711	0.368018	0.477292	0.389297	0.206431	0.123921	0.000000	0.644979	1.291534	1.938561	2.533366	3.128649	3.724630	-0.003885	3.19078396475402	1.938561
240	229	.568441	.417287	-860.81827725	-860.66712308	0.000000	0.117853	0.410164	0.568441	0.454508	0.241939	0.151154	0.000000	0.609383	1.216521	1.821865	2.376569	2.934612	3.494509	-0.006224	3.08608218174961	1.821865
240	235	.471103	.459661	-860.58495346	-860.57351117	0.000000	0.106675	0.353536	0.471103	0.349098	0.114683	0.011442	0.000000	0.533534	1.065021	1.593496	2.147722	2.703688	3.252129	0.005001	2.95318131381675	1.593496
240	234	.328768	.286212	-860.58495346	-860.54239770	0.000000	0.082544	0.250617	0.328768	0.248701	0.106998	0.042556	0.000000	0.493550	0.985922	1.476527	1.980008	2.484849	2.992917	0.007792	2.68957563390664	1.476527
240	254	.606207	.696650	-860.58495346	-860.67539636	0.000000	0.163224	0.441624	0.606207	0.421044	0.058868	-0.090443	0.000000	0.672335	1.351843	2.031323	2.715883	3.402219	4.089657	-0.011263	3.48710979063951	2.031323
240	248	.305842	.167556	-860.58495346	-860.44666747	0.000000	0.086025	0.234230	0.305842	0.266263	0.175723	0.138286	0.000000	0.501559	1.000933	1.499523	1.928661	2.358878	2.788938	-0.015769	2.58332709943048	1.499523
240	220	.769142	.676303	-860.58495346	-860.49211477	0.000000	0.162020	0.556062	0.769142	0.570689	0.230171	0.092839	0.000000	0.645189	1.288181	1.929320	2.559767	3.189822	3.818078	-0.000078	3.18610663207181	1.929320
230	13	.686758	.610813	-869.34608087	-869.27013566	0.000000	0.159017	0.512255	0.686758	0.542946	0.219970	0.075945	0.000000	0.638041	1.272676	1.905805	2.526071	3.149250	3.778406	-0.008991	3.31187070246165	1.905805
230	243	.561406	.486832	-869.34608087	-869.27150733	0.000000	0.127665	0.412631	0.561406	0.433310	0.176912	0.074574	0.000000	0.577163	1.155091	1.732396	2.292020	2.858080	3.424745	-0.002100	2.9705590376164	1.732396
230	249	.514922	.344941	-869.34608087	-869.17610010	0.000000	0.121175	0.370624	0.514922	0.439000	0.254665	0.169981	0.000000	0.627846	1.253966	1.877964	2.400696	2.927383	3.452197	-0.029063	3.12337929992257	1.877964
230	233	.300747	.275967	-869.34608087	-869.32130098	0.000000	0.070776	0.216301	0.300747	0.237049	0.098741	0.024780	0.000000	0.565056	1.130766	1.698976	2.232291	2.766555	3.300475	-0.007960	2.96855442662347	1.698976
230	252	.343403	.394822	-869.34608087	-869.39750024	0.000000	0.094371	0.266457	0.343403	0.245554	0.045041	-0.051419	0.000000	0.522488	1.039655	1.553022	2.108397	2.663537	3.213375	0.011663	2.90898915445807	1.553022
230	236	.412742	.283307	-869.57191557	-869.44248011	0.000000	0.101315	0.305705	0.412742	0.348735	0.201883	0.129435	0.000000	0.563860	1.126610	1.688101	2.183599	2.683615	3.191406	-0.011506	2.953910648949	1.688101
230	249	.360541	.285304	-869.57191557	-869.49667852	0.000000	0.094626	0.277564	0.360541	0.288708	0.140604	0.075237	0.000000	0.511363	1.022648	1.531248	2.031433	2.534961	3.040823	0.004860	2.75400592683083	1.531248
230	243	.472547	.421030	-869.57191557	-869.52039837	0.000000	0.122846	0.348775	0.472547	0.378440	0.161071	0.051517	0.000000	0.602271	1.205753	1.816440	2.385865	2.960439	3.536857	-0.016054	3.15942458235534	1.816440
235	234	.246544	.092546	-871.14811918	-870.99412093	0.000000	0.060653	0.176932	0.246544	0.234594	0.184495	0.153998	0.000000	0.429168	0.866530	1.311611	1.671910	2.040672	2.417303	-0.048896	2.34795938397528	1.311611
235	249	.406551	.066871	-871.14811918	-870.80843957	0.000000	0.104045	0.307800	0.406551	0.392551	0.359710	0.339680	0.000000	0.587671	1.168556	1.753010	2.190140	2.629139	3.064611	-0.031392	2.7880675918769	1.753010
235	252	.589215	.292423	-871.14811918	-870.85132691	0.000000	0.175940	0.476680	0.589215	0.537018	0.394502	0.296792	0.000000	0.658899	1.320945	1.988444	2.563056	3.139881	3.716561	-0.012987	3.30395053252861	1.988444
235	194	1.047005	.561919	-871.14811918	-870.66303351	0.000000	0.307882	0.860818	1.047005	0.927873	0.613053	0.485086	0.000000	0.799502	1.603666	2.411814	3.073013	3.734112	4.396140	-0.013245	3.47405262290027	2.411814
235	251	.513416	.272405	-871.14811918	-870.90710773	0.000000	0.152964	0.420555	0.513416	0.464738	0.333533	0.241011	0.000000	0.625592	1.252705	1.882027	2.471688	3.062322	3.652672	-0.003434	3.1982476131703	1.882027
235	251	.308360	.239608	-870.88002533	-870.81127345	0.000000	0.079079	0.232926	0.308360	0.244853	0.124981	0.068752	0.000000	0.529320	1.057789	1.587373	2.098653	2.612590	3.133763	-0.001422	2.88481930384253	1.587373
235	234	.182196	.126944	-870.88002533	-870.82477364	0.000000	0.050096	0.137317	0.182196	0.154464	0.090956	0.055252	0.000000	0.433215	0.870314	1.309777	1.729579	2.152570	2.575944	-0.011399	2.42678300141073	1.309777
240	238	.596319	.456169	-871.53008727	-871.38993693	0.000000	0.141339	0.447458	0.596319	0.468980	0.232949	0.140150	0.000000	0.575053	1.146950	1.716176	2.258736	2.806806	3.358585	0.003373	3.03013058860279	1.716176
240	241	.553753	.597379	-871.53008727	-871.57371311	0.000000	0.139966	0.412316	0.553753	0.426709	0.126540	-0.043626	0.000000	0.610056	1.228040	1.843757	2.440025	3.040710	3.643504	-0.016051	3.27788743675142	1.843757
240	228	.149001	.161702	-871.53008727	-871.54278780	0.000000	0.043740	0.117570	0.149001	0.111421	0.032937	-0.012701	0.000000	0.385970	0.770663	1.152819	1.546445	1.938471	2.328780	0.009307	2.26529144152236	1.152819
240	252	.688869	.693071	-871.53008727	-871.53428929	0.000000	0.148243	0.508334	0.688869	0.503981	0.164313	-0.004202	0.000000	0.621842	1.250073	1.877391	2.524676	3.169283	3.809759	0.011203	3.33663574385514	1.877391
240	248	.478917	.387038	-871.53008727	-871.43820854	0.000000	0.126664	0.367254	0.478917	0.398799	0.203989	0.091879	0.000000	0.591713	1.182879	1.774649	2.336850	2.899953	3.463758	-0.007183	3.08372756184963	1.774649
240	248	.623344	.760319	-871.87053804	-872.00751279	0.000000	0.148561	0.471322	0.623344	0.403754	0.024774	-0.136975	0.000000	0.529934	1.055849	1.576418	2.206516	2.833982	3.461146	0.019457	3.11970673895552	1.576418
240	228	.557635	.564456	-871.87053804	-871.87735953	0.000000	0.125943	0.403953	0.557635	0.386303	0.090264	-0.006821	0.000000	0.591392	1.183403	1.771141	2.392474	3.020344	3.650348	0.004990	3.23610302290146	1.771141
240	236	.638390	.630012	-871.87053804	-871.86216007	0.000000	0.142095	0.469178	0.638390	0.454054	0.132771	0.008378	0.000000	0.584275	1.168264	1.750864	2.389816	3.029480	3.667240	0.004007	3.1280431276308	1.750864
240	225	.273103	.309399	-871.87053804	-871.90683421	0.000000	0.070813	0.206453	0.273103	0.195193	0.036411	-0.036296	0.000000	0.465871	0.929134	1.393382	1.881799	2.374764	2.873909	0.007240	2.62538861522373	1.393382
245	238	.147491	.042473	-873.00180612	-872.89678821	0.000000	0.035765	0.104415	0.147491	0.143599	0.118778	0.105018	0.000000	0.406593	0.817149	1.234494	1.573374	1.919403	2.266725	-0.038970	2.15193946108251	1.234494
245	234	.303912	.104898	-873.00180612	-872.80279178	0.000000	0.078045	0.227499	0.303912	0.282930	0.227546	0.199014	0.000000	0.474421	0.950313	1.429441	1.822808	2.223979	2.622474	-0.030278	2.46458998065243	1.429441
245	254	.547515	.309708	-873.00180612	-872.76399948	0.000000	0.136610	0.387277	0.547515	0.472758	0.311847	0.237807	0.000000	0.704919	1.411196	2.119911	2.603261	3.089622	3.580788	-0.008351	3.12571525242543	2.119911
245	226	.396212	.257982	-873.00180612	-872.86357603	0.000000	0.100886	0.302066	0.396212	0.334182	0.204800	0.138230	0.000000	0.532540	1.067844	1.602654	2.097049	2.596573	3.095689	-0.006995	2.80599202505834	1.602654
245	51	.813518	.425130	-873.00180612	-872.61341800	0.000000	0.180486	0.599908	0.813518	0.704284	0.481518	0.388388	0.000000	0.641819	1.284946	1.928549	2.467282	3.010901	3.556949	-0.013929	3.08197501875189	1.928549
245	252	.477847	.418517	-872.21459319	-872.15526364	0.000000	0.128256	0.359861	0.477847	0.381810	0.166925	0.059330	0.000000	0.574002	1.141575	1.709492	2.249114	2.792539	3.341490	-0.011293	2.99853806102919	1.709492
245	249	.235443	.215835	-872.21459319	-872.19498518	0.000000	0.051665	0.166835	0.235443	0.188114	0.082345	0.019608	0.000000	0.519381	1.037737	1.553934	2.053133	2.554064	3.059554	-0.009116	2.82108222958522	1.553934
245	226	.451117	.327354	-872.21459319	-872.09083027	0.000000	0.119025	0.341358	0.451117	0.362690	0.205671	0.123763	0.000000	0.544901	1.091614	1.639072	2.174982	2.708599	3.243766	-0.000140	2.94237592561585	1.639072
245	51	.346537	.355133	-872.21459319	-872.22318968	0.000000	0.090218	0.259769	0.346537	0.261844	0.081955	-0.008596	0.000000	0.518136	1.036793	1.555299	2.071370	2.591824	3.114065	-0.001466	2.79881661190266	1.555299
245	222	.511627	.418226	-872.21459319	-872.12119196	0.000000	0.113194	0.366023	0.511627	0.408393	0.190550	0.093401	0.000000	0.573042	1.148347	1.722485	2.235252	2.751038	3.268890	-0.015506	2.89148067994817	1.722485
235	13	.757886	.673923	-881.57014181	-881.48617838	0.000000	0.175150	0.570800	0.757886	0.593894	0.236780	0.083963	0.000000	0.635347	1.270006	1.907682	2.533676	3.159832	3.787354	-0.005088	3.32608311900746	1.907682
235	243	.550418	.485124	-881.57014181	-881.50484820	0.000000	0.127139	0.406702	0.550418	0.422510	0.169989	0.065294	0.000000	0.570905	1.138575	1.704041	2.258570	2.814985	3.375766	-0.002528	2.95384680327859	1.704041
235	250	.498832	.296382	-881.57014181	-881.36769154	0.000000	0.119489	0.359746	0.498832	0.438290	0.278486	0.202450	0.000000	0.619046	1.236803	1.855667	2.346089	2.842101	3.338678	-0.038146	3.04725361479884	1.855667
235	234	.196222	.188407	-881.57014181	-881.56232649	0.000000	0.058834	0.155784	0.196222	0.146588	0.055884	0.007815	0.000000	0.430351	0.860611	1.287836	1.734681	2.179307	2.619983	0.015836	2.45181336343379	1.287836
235	252	.354096	.377951	-881.57014181	-881.59399632	0.000000	0.096911	0.273476	0.354096	0.265166	0.072688	-0.023855	0.000000	0.514598	1.024294	1.533914	2.061212	2.590779	3.119431	0.007515	2.8689706891014	1.533914
235	249	.185134	.188734	-881.75609223	-881.75969258	0.000000	0.060852	0.151193	0.185134	0.138620	0.050528	-0.003600	0.000000	0.445148	0.887347	1.327480	1.805215	2.280059	2.749802	0.024471	2.61613725247712	1.327480
235	61	.560424	.385649	-881.75609223	-881.58131750	0.000000	0.134641	0.418037	0.560424	0.472324	0.269959	0.174775	0.000000	0.565009	1.128811	1.693541	2.178148	2.666276	3.156273	-0.012374	2.86654714084421	1.693541
235	244	.414331	.331285	-881.75609223	-881.67304656	0.000000	0.092975	0.299043	0.414331	0.337879	0.164261	0.083046	0.000000	0.553908	1.115622	1.672551	2.176993	2.686107	3.196429	-0.018474	2.89857878796856	1.672551
240	237	.480871	.163978	-883.22738447	-882.91049177	0.000000	0.112881	0.356163	0.480871	0.444325	0.359621	0.316893	0.000000	0.557421	1.116841	1.684515	2.060163	2.444835	2.836065	-0.014495	2.59597963684531	1.684515
240	232	.333776	.119615	-883.22738447	-883.01322365	0.000000	0.079738	0.243583	0.333776	0.313113	0.251365	0.214161	0.000000	0.484789	0.977179	1.478150	1.887520	2.301812	2.722104	-0.041910	2.5022492465276	1.478150
240	206	.361912	.231120	-883.22738447	-883.09659203	0.000000	0.092976	0.244147	0.361912	0.307926	0.188991	0.130792	0.000000	0.598471	1.199058	1.802787	2.284015	2.773902	3.267975	-0.040515	2.88332283822463	1.802787
240	233	.587294	.407427	-883.22738447	-883.04751797	0.000000	0.126813	0.431616	0.587294	0.475435	0.266107	0.179867	0.000000	0.565791	1.125183	1.681405	2.194308	2.709904	3.227121	-0.007092	2.86092112615854	1.681405
240	238	.134882	.098488	-883.22738447	-883.19099077	0.000000	0.033353	0.097251	0.134882	0.117487	0.066995	0.036394	0.000000	0.360307	0.723482	1.090410	1.432140	1.778461	2.126860	-0.025636	2.04776362781772	1.090410
240	206	.528384	.492608	-882.94154237	-882.90576681	0.000000	0.127834	0.398797	0.528384	0.393303	0.148400	0.035776	0.000000	0.526752	1.051996	1.575351	2.118482	2.662800	3.208305	0.007710	2.86300680635838	1.575351
240	246	.701403	.517322	-882.94154237	-882.75746123	0.000000	0.171442	0.511216	0.701403	0.580132	0.313418	0.184081	0.000000	0.629109	1.263354	1.900429	2.444800	2.991876	3.546009	-0.022468	3.17390231178565	1.900429
240	227	.218867	.230953	-882.94154237	-882.95362844	0.000000	0.061581	0.167007	0.218867	0.167173	0.053747	-0.012086	0.000000	0.449346	0.900780	1.350753	1.804822	2.257526	2.708752	0.001868	2.53650767961495	1.350753
240	238	.343578	.461101	-882.94154237	-883.05906547	0.000000	0.086354	0.260550	0.343578	0.223095	-0.009807	-0.117523	0.000000	0.500829	1.000139	1.494855	2.038534	2.581388	3.125033	0.015538	2.81699290738839	1.494855
240	252	.570798	.424535	-882.94154237	-882.79527889	0.000000	0.153474	0.432348	0.570798	0.478279	0.263424	0.146263	0.000000	0.616993	1.232067	1.845305	2.379890	2.915955	3.456568	-0.015186	3.1247204399158	1.845305
245	14	.746117	.618326	-883.68816914	-883.56037767	0.000000	0.193257	0.567688	0.746117	0.591485	0.283040	0.127791	0.000000	0.603813	1.205878	1.805775	2.370528	2.936711	3.502038	0.001468	3.07935267343133	1.805775
245	49	.841091	.582213	-883.68816914	-883.42929139	0.000000	0.213898	0.623695	0.841091	0.706891	0.400993	0.258878	0.000000	0.643673	1.288321	1.934069	2.489752	3.049991	3.613537	-0.025632	3.24532813776743	1.934069
245	13	.283477	.196118	-883.68816914	-883.60081008	0.000000	0.083325	0.227038	0.283477	0.226463	0.137345	0.087359	0.000000	0.482620	0.961258	1.435368	1.931404	2.428460	2.927325	0.019866	2.67461837061253	1.435368
245	2	1.065212	.780050	-883.68816914	-883.40300674	0.000000	0.252927	0.794789	1.065212	0.863481	0.470481	0.285162	0.000000	0.650865	1.303924	1.956614	2.564287	3.174161	3.790170	-0.001632	3.33589677636097	1.956614
245	229	.246867	.251272	-883.68816914	-883.69257462	0.000000	0.075491	0.196169	0.246867	0.188308	0.067616	-0.004405	0.000000	0.455604	0.912151	1.366481	1.833955	2.299650	2.761427	0.011180	2.60260738283441	1.366481
245	228	.076748	.034973	-884.16489074	-884.12311568	0.000000	0.015138	0.049610	0.076748	0.075717	0.055619	0.041775	0.000000	0.340883	0.685950	1.037357	1.337315	1.645207	1.956359	-0.041611	1.87676109550114	1.037357
245	250	.688397	.623721	-884.16489074	-884.10021456	0.000000	0.151973	0.503199	0.688397	0.549188	0.228275	0.064676	0.000000	0.648280	1.296596	1.938854	2.516108	3.096671	3.679480	-0.018503	3.26933286296851	1.938854
245	254	.914784	.898405	-884.16489074	-884.14851159	0.000000	0.194728	0.663086	0.914784	0.666811	0.190149	0.016379	0.000000	0.704801	1.411284	2.118340	2.802753	3.487270	4.171085	-0.004875	3.34832126021685	2.118340
245	230	.303747	.184036	-884.16489074	-884.04517991	0.000000	0.084474	0.228490	0.303747	0.271304	0.178773	0.119711	0.000000	0.550164	1.096855	1.647282	2.115465	2.585270	3.063788	-0.025745	2.76866394596575	1.647282
245	51	.554063	.343606	-884.16489074	-883.95443360	0.000000	0.113443	0.404386	0.554063	0.464056	0.288425	0.210457	0.000000	0.629716	1.260149	1.892371	2.431618	2.970510	3.511920	-0.007019	2.98700838168829	1.892371
250	237	.333101	.141931	-885.14001074	-884.94884116	0.000000	0.086606	0.251516	0.333101	0.298509	0.226837	0.191170	0.000000	0.480103	0.960063	1.440185	1.866854	2.295178	2.722264	-0.020155	2.54244844086705	1.440185
250	235	.067680	.030578	-885.14001074	-885.10290872	0.000000	0.017301	0.048710	0.067680	0.064144	0.047263	0.037102	0.000000	0.282161	0.567383	0.856962	1.126161	1.400808	1.678236	-0.029867	1.64865747396231	0.856962
250	229	.399879	.259795	-885.14001074	-884.99992719	0.000000	0.106876	0.304261	0.399879	0.341021	0.213242	0.140084	0.000000	0.510713	1.026859	1.546518	2.025559	2.508642	2.992981	-0.015633	2.77218956623051	1.546518
250	14	.849170	.496799	-885.14001074	-884.78763981	0.000000	0.182140	0.587246	0.849170	0.716396	0.461897	0.352371	0.000000	0.660707	1.321386	1.982997	2.482345	2.984050	3.486613	-0.011962	3.10208419887398	1.982997
250	243	.557386	.562217	-884.29875887	-884.30359025	0.000000	0.134848	0.417526	0.557386	0.408201	0.115634	-0.004831	0.000000	0.572287	1.137953	1.701377	2.272681	2.845615	3.425217	0.002348	2.97191581927164	1.701377
250	229	.661068	.577763	-884.29875887	-884.21545405	0.000000	0.161189	0.493966	0.661068	0.509647	0.211908	0.083305	0.000000	0.573671	1.140143	1.705149	2.257235	2.810886	3.371629	-0.001891	3.01968347760094	1.705149
250	13	.652417	.535928	-884.29875887	-884.18226978	0.000000	0.162669	0.489369	0.652417	0.525390	0.252420	0.116489	0.000000	0.576137	1.150690	1.722493	2.269371	2.819257	3.370967	-0.009715	3.05850493057348	1.722493
250	14	.818157	.777160	-884.29875887	-884.25776179	0.000000	0.181182	0.605049	0.818157	0.608548	0.210030	0.040997	0.000000	0.568429	1.135078	1.698143	2.275420	2.857054	3.436743	0.004914	3.05102708790361	1.698143
230	235	.210277	.169064	-880.31821768	-880.27700514	0.000000	0.064961	0.163561	0.210277	0.174363	0.093380	0.041213	0.000000	0.465771	0.936052	1.409002	1.867024	2.326742	2.785340	-0.009319	2.66783615945236	1.409002
230	246	.493564	.367319	-880.31821768	-880.19197248	0.000000	0.121152	0.370101	0.493564	0.407827	0.222585	0.126245	0.000000	0.574154	1.147377	1.721409	2.248008	2.779728	3.317098	-0.009125	2.98505393655921	1.721409
230	250	.380445	.229839	-880.31821768	-880.16761194	0.000000	0.109119	0.297250	0.380445	0.335066	0.216150	0.150606	0.000000	0.566119	1.135099	1.713938	2.199184	2.691867	3.186996	-0.012810	2.93431513033088	1.713938
230	242	.456103	.404060	-880.31821768	-880.26617421	0.000000	0.125215	0.355806	0.456103	0.364120	0.159217	0.052043	0.000000	0.563421	1.126726	1.692818	2.251774	2.812372	3.374104	0.000362	3.04671547371283	1.692818
230	234	.252123	.208919	-880.31821768	-880.27501411	0.000000	0.078727	0.198565	0.252123	0.213794	0.112847	0.043204	0.000000	0.474003	0.954409	1.434155	1.893891	2.352952	2.814044	-0.010673	2.66883039524232	1.434155
230	238	.232714	.128461	-880.64413138	-880.53987838	0.000000	0.056662	0.168341	0.232714	0.210314	0.145602	0.104253	0.000000	0.531007	1.064937	1.609114	2.014973	2.427402	2.848443	-0.018860	2.68508115737411	1.609114
230	239	.246835	.197792	-880.64413138	-880.59508802	0.000000	0.073313	0.191663	0.246835	0.200062	0.105725	0.049043	0.000000	0.503546	1.009729	1.514558	2.013279	2.514249	3.013497	-0.002713	2.79418266543257	1.514558
230	243	.194321	.136314	-880.64413138	-880.58612427	0.000000	0.062278	0.154080	0.194321	0.169219	0.104000	0.058007	0.000000	0.443506	0.892042	1.344548	1.776718	2.211964	2.647451	-0.012205	2.55179138019286	1.344548
230	61	.395606	.213018	-880.64413138	-880.46154366	0.000000	0.106547	0.306197	0.395606	0.341440	0.236172	0.182588	0.000000	0.509570	1.019205	1.532837	2.001609	2.475798	2.951970	-0.002983	2.6865711456481	1.532837
230	247	.215270	.095035	-880.64413138	-880.52389628	0.000000	0.059110	0.159936	0.215270	0.201390	0.153127	0.120235	0.000000	0.448554	0.904620	1.366051	1.761829	2.162358	2.570205	-0.040727	2.48727325385994	1.366051
240	13	.815759	.712213	-893.93357549	-893.83002953	0.000000	0.191046	0.613907	0.815759	0.631806	0.260833	0.103546	0.000000	0.621275	1.241269	1.861962	2.471600	3.082580	3.694687	-0.002634	3.26693073728107	1.861962
240	241	.353735	.341446	-893.93357549	-893.92128609	0.000000	0.087896	0.260828	0.353735	0.274115	0.102945	0.012289	0.000000	0.548821	1.092671	1.635743	2.154565	2.676814	3.203671	-0.009811	2.95817487628944	1.635743
240	251	.526287	.333505	-893.93357549	-893.74079347	0.000000	0.132460	0.388203	0.526287	0.457891	0.281125	0.192782	0.000000	0.606143	1.211060	1.814939	2.301078	2.793528	3.286065	-0.031892	3.01370005968288	1.814939
240	252	.356020	.408754	-893.93357549	-893.98630963	0.000000	0.098085	0.275150	0.356020	0.261964	0.053881	-0.052734	0.000000	0.516316	1.024494	1.535325	2.060064	2.589452	3.123201	0.005320	2.8799434302319	1.535325
240	61	.574119	.391513	-894.14388204	-893.96127637	0.000000	0.137634	0.428537	0.574119	0.481117	0.280258	0.182606	0.000000	0.561257	1.123534	1.691513	2.167657	2.645089	3.124153	-0.009728	2.84596951676253	1.691513
240	250	.383952	.321645	-894.14388204	-894.08157540	0.000000	0.103437	0.295539	0.383952	0.308095	0.142348	0.062307	0.000000	0.509198	1.020238	1.535454	2.030144	2.528978	3.029764	-0.003136	2.78730451455161	1.535454
240	51	1.231474	1.173059	-894.14388204	-894.08546697	0.000000	0.227977	0.882329	1.231474	0.901368	0.281451	0.058415	0.000000	0.680466	1.356119	2.028310	2.683073	3.342300	4.003437	-0.002186	3.3636603811261	2.028310
240	247	.432160	.347243	-894.14388204	-894.05896550	0.000000	0.103706	0.321358	0.432160	0.351819	0.172112	0.084917	0.000000	0.556418	1.113454	1.664091	2.173744	2.685602	3.202726	-0.011847	2.92275415607984	1.664091
245	240	.471190	.242648	-895.43000034	-895.20145801	0.000000	0.106432	0.349681	0.471190	0.411355	0.290248	0.228542	0.000000	0.531745	1.062841	1.591236	2.047928	2.508759	2.970346	-0.019040	2.66720560539741	1.591236
245	206	.311512	.264476	-895.43000034	-895.38296455	0.000000	0.083897	0.218153	0.311512	0.248103	0.111261	0.047036	0.000000	0.560387	1.126071	1.700216	2.188204	2.680943	3.177984	-0.028657	2.8278738291709	1.700216
245	195	.390723	.239130	-895.43000034	-895.27840741	0.000000	0.104060	0.296099	0.390723	0.331419	0.207838	0.151593	0.000000	0.516365	1.035905	1.551623	2.007014	2.462995	2.925637	-0.013187	2.67148717331783	1.551623
245	231	.228026	.162777	-895.43000034	-895.36475141	0.000000	0.053897	0.161513	0.228026	0.200900	0.117516	0.065249	0.000000	0.393879	0.794038	1.201813	1.568910	1.944616	2.325220	-0.047621	2.24313905891907	1.201813
245	243	.554561	.382851	-895.43000034	-895.25829020	0.000000	0.122520	0.409676	0.554561	0.453223	0.256716	0.171710	0.000000	0.544067	1.086244	1.626120	2.112434	2.602257	3.095091	-0.006819	2.77349728271558	1.626120
245	206	.608213	.511051	-895.55281896	-895.45565705	0.000000	0.144705	0.456463	0.608213	0.464498	0.211907	0.097162	0.000000	0.535701	1.069524	1.601207	2.140007	2.679886	3.219276	0.006566	2.86569481832679	1.601207
245	248	.722851	.550681	-895.55281896	-895.38064920	0.000000	0.178299	0.528885	0.722851	0.592426	0.309996	0.172170	0.000000	0.633323	1.265334	1.895210	2.439346	2.985537	3.538770	-0.021839	3.17013247165309	1.895210
245	232	.233088	.234420	-895.55281896	-895.55415099	0.000000	0.064398	0.176574	0.233088	0.182087	0.066354	-0.001332	0.000000	0.449375	0.900926	1.352831	1.799033	2.245882	2.691800	-0.003604	2.52112713350222	1.352831
245	241	.350419	.440504	-895.55281896	-895.64290405	0.000000	0.089492	0.264044	0.350419	0.239422	0.014726	-0.090085	0.000000	0.494685	0.985752	1.474000	1.996936	2.522512	3.049842	0.009402	2.77459274088727	1.474000
245	253	.588594	.465833	-895.55281896	-895.43005797	0.000000	0.158190	0.446165	0.588594	0.486163	0.248970	0.122761	0.000000	0.610467	1.219082	1.823886	2.360340	2.901424	3.444377	-0.017281	3.12478682332311	1.823886
250	14	.785604	.658115	-895.92941560	-895.80192658	0.000000	0.205633	0.595560	0.785604	0.631427	0.293885	0.127489	0.000000	0.596569	1.190621	1.780013	2.328338	2.880291	3.433757	-0.014970	3.0641213601535	1.780013
250	49	.849900	.647301	-895.92941560	-895.72681691	0.000000	0.216635	0.635550	0.849900	0.703156	0.369854	0.202599	0.000000	0.632631	1.266201	1.900594	2.458343	3.020570	3.586906	-0.023128	3.23514052659982	1.900594
250	13	.415075	.327908	-895.92941560	-895.84224841	0.000000	0.115564	0.327086	0.415075	0.324636	0.170546	0.087167	0.000000	0.501659	1.002015	1.500423	2.020111	2.540573	3.064103	0.015796	2.79697238878625	1.500423
250	2	1.043190	.819051	-895.92941560	-895.70527703	0.000000	0.251316	0.781508	1.043190	0.841438	0.427934	0.224139	0.000000	0.640985	1.283891	1.926495	2.522657	3.120336	3.723489	-0.002458	3.29389424329413	1.926495
250	233	.673062	.576202	-895.92941560	-895.83255595	0.000000	0.145549	0.496400	0.673062	0.523355	0.231889	0.096860	0.000000	0.576576	1.159810	1.745352	2.312738	2.878260	3.439347	0.001010	3.04015714231608	1.745352
250	49	.840468	.903516	-895.95090700	-896.01395525	0.000000	0.193182	0.616087	0.840468	0.626406	0.163114	-0.063048	0.000000	0.616086	1.228853	1.839327	2.425179	3.012640	3.604122	-0.004623	3.19938558116171	1.839327
250	236	.518932	.489280	-895.95090700	-895.92125523	0.000000	0.125504	0.385114	0.518932	0.395935	0.147485	0.029652	0.000000	0.523222	1.044165	1.563960	2.070103	2.577097	3.088166	-0.002226	2.82498166907254	1.563960
250	243	.535014	.523953	-895.95090700	-895.93984573	0.000000	0.127187	0.404121	0.535014	0.402233	0.135789	0.011061	0.000000	0.527425	1.049784	1.570179	2.111376	2.653917	3.198509	0.004276	2.88463080747746	1.570179
